Image,Vietnamese,Target word,Transcription,Example
"<img src=""elegant-indigo-chiffon-floor-length-long-bridesmaid-dress_1380643440871.jpg"" />","‹tính/sự› thanh lịch, tao nhã;",elegance,/ˈel.ə.ɡəns/,"<div>a. The elegance of the restaurant made it a pleasant place to eat.</div><div>b. A sandwich may lack elegance, but it makes a convenient and&nbsp;inexpensive lunch.</div><div><br /></div>"
"<img src=""thu-truong-khong-cham-cuc-truong-ben-len-bo-huy-hop-bao-1477233547505.jpg"" />","bắt đầu vào việc, bắt tay vào việc; rơi vào tay của, trở thành trách nhiệm của ai đó;",fall to,/fɔːl tuː/,"<div>a. The task of preparing the meal fell to the assistant chef when the chief&nbsp;chef was ill.</div><div>b. The menu was in French, so ordering for us fell to Monique, who spoke&nbsp;French.</div><div><br /></div>"
"<img src=""article-2231476-15FA40FA000005DC-638_634x770.jpg"" />","gây ấn tượng, khắc sâu, ghi sâu",impress,/ɪmˈpres/,"<div>a. I was impressed with how quickly they delivered our lunch.</div><div>b. If you want to impress the new staff member, order her a nice lunch.</div><div><br /></div>"
"<img src=""individualMedium.jpg"" />","cá nhân, riêng lẻ, khác biệt;",individual,/ˌɪndɪˈvɪdʒʊəl/,<div>a. We had the delivery man mark the contents of each individual order.</div><div>b. The jaunty whistle of the delivery woman marked her individual style.</div><div><br /></div>
"<img src=""list+image.gif"" />",danh sách,list,/lɪst/,<div>a. The office manager compiled a list of everyone’s order.</div><div>b. We keep a list of all the restaurants in this area that deliver.</div><div><br /></div>
"<img src=""multiple1.jpg"" />","adj : nhiều, nhiều mối, nhiều phần; noun : bội số;",multiple,/ˈmʌltɪpl̩/,"<div>a. The delivery person was not able to keep track of the multiple order,&nbsp;causing a food mix-up.</div><div>b. It takes multiple steps to get into this building, which frustrates all our&nbsp;employees.</div><div><sub>18 is a multiple of 3, because 18 = 3 x 6.</sub></div><div><br /></div>"
"<img src=""the_slot_narrow_kathy_2.jpg"" />","chật, hẹp; hạn chế; kỹ, tỉ mỉ",narrow,/ˈnærəʊ/,"<div>a. Etseko narrowed the restaurant possibilities down to three.</div><div>b. This restaurant delivers only pizza and sandwiches, so that certainly&nbsp;narrows down the choices.</div>"
"<img src=""AirportPickUp-58875.jpg"" />","đón ai đó, nhặt lên, trả lời điện thoại;<div>chở ai đó/cái gì đó đến nơi nào đó.</div>",pick up,/pɪk ʌp/,"<div>a. The delivery man picks up lunch orders on his motor scooter.</div><div>b. If you ask me nicely, I will pick up the order on my way home.</div><div><br /></div>"
"<img src=""paypoint-cash-payment.jpg"" />","đền bù cho, thanh toán / trả tiền, chọn",settle,/ˈsetl̩/,"<div>a. We settled the bill with the cashier.</div><div>b. After much debate, we finally settled on the bistro on the corner.</div><div><br /></div>"
"<img src=""img_7474-700.jpg"" />",làm quen với cái gì,accustom to,/əˈkʌstəm tuː/,<div>a. Chefs must accustom themselves to working long hours.</div><div>b. It can be hard to accustom oneself to eating new types of food.</div><div><br /></div>
"<img src=""1517338-93980-james-hardy-altopress-maxppp-manual-worker-and-apprentice.jpg"" />","người học việc, người tập sự, người mới vào nghề",apprentice,/əˈprentɪs/,"<div>a. Instead of attending cooking school, Raul chose to work as an apprentice&nbsp;with an experienced chef.</div><div>b. The cooking school has an apprentice program that places students in&nbsp;restaurants to gain work experience.</div><div><br /></div>"
"<img src=""Day-Niagara-Culinary_1380643440871.jpg"" />","(thuộc) nấu nướng, bếp núc",culinary,/ˈkʌlɪnəri/,<div>a. The chef was widely known for his culinary artistry.</div><div>b. His interest in culinary arts drew him to a commercial foods program.</div>
"<img src=""Demanding_Man_2.gif"" />","đòi hỏi, yêu cầu; cần phải",demand,/dɪˈmænd/,<div><div>a. Theodore was always exhausted because his new job at the restaurant demanded so&nbsp;much of him.</div><div>b. This style of cooking demands many exotic ingredients and a lot of preparation&nbsp;time.</div><div><br /></div></div>
"<img src=""magnet_talent_peopleXSmall.jpg"" />","<div>(v): vẽ, vạch, thảo ra; kéo, lôi kéo, thu hút, lôi cuốn</div><div>(n): sức lôi cuốn/quyến rũ; (người/vật) có sức lôi cuốn/quyến rũ; sự kéo,&nbsp;cố gắng;</div>",draw,/drɔː/,<div>a. We hope the new restaurant will draw other business to the area.</div><div>b. Matthew was drawn to a career in cooking.</div><div><br /></div>
"<img src=""sap nhap_1380643440871.png"" />","<div>sáp nhập, hợp nhất; kết hợp; hợp thành&nbsp;tổ chức/đoàn thể</div>",incorporate,/ɪnˈkɔːpəreɪt/,<div>a. Coca incorporated the patron's suggestions into her new menu.</div><div>b. Here are the fresh greens for you to incorporate into a salad.</div><div><br /></div>
"<img src=""13405813_11n.jpg"" />","sự chảy vào, sự tràn vào; luồng đi vào, dòng đi vào;",influx,/ˈɪnflʌks/,"<div>a. An influx of new chefs is constantly needed to fill open jobs.</div><div>b. Due to the rise in popularity of cooking as a career, cooking schools report an&nbsp;influx of applications.</div><div><br /></div>"
"<img src=""Bar-Method-Space-Needle_1380643440871.jpg"" />","phương pháp, cách thức;",method,/ˈmeθəd/,<div>a. Gloria perfected a simple method for making croissants.</div><div>b. Many chefs borrow cooking methods from a variety of cultures and incorporate&nbsp;them into their cooking style.</div>
"<img src=""26565_xl.jpg"" />","chỗ thoát ra, lối ra, lối thoát; phương tiện để thỏa mãn",outlet,/ˈaʊtlet/,"<div>a. Even before he became a professional baker, Jacob used baking as an outlet for&nbsp;frustration.</div><div>b. Many people find cooking to be a hands-on outlet for their creativity.</div><div><br /></div>"
"<img src=""careers.jpg"" />","nghề chuyên môn, nghề nghiệp",profession,/prəˈfeʃn̩/,<div>a. Cooking is considered as much a profession as is law or medicine.</div><div>b. Lulu took up cooking as her profession and is very happy with her decision.</div><div><br /></div>
"<img src=""aid6860980-v4-728px-Relinquish-Parental-Rights-in-Georgia-Step-2.jpg"" />","bỏ, từ bỏ; buông, thả;",relinquish,/rɪˈlɪŋkwɪʃ/,"<div>a. People find it hard to relinquish their accustomed food preferences and try&nbsp;something new.</div><div>b. After Claude married Kiki, he had to relinquish his exclusive hold on the kitchen&nbsp;and learn to share the joys of cooking.</div><div><br /></div>"
"<img src=""paste-76209899700225.jpg"" />","đề tài, chủ đề; mô-típ (motif);",theme,/θi:m/,<div>a. The caterers prepared food for a party with a tropical island theme.</div><div>b. The restaurant's food and decor demonstrated its southwestern theme.</div><div><br /></div>
"<img src=""help_1380643440871.jpg"" />","giúp, giúp đỡ, trợ giúp",assist,/əˈsɪst/,<div>a. Bonnie hired a secretary to assist her with the many details of the event.</div><div>b. The hotel manager was able to assist us with some last-minute advice.</div><div><br /></div>
"<img src=""images (1).jpg"" />","phối hợp, kết hợp, điều phối, sắp xếp;",coordinate,/ˌkəʊˈɔːdɪneɪt/,<div>a. Benet tried to coordinate all departments to make sure the event ran smoothly.</div><div>b. The colors of the flowers were ordered to coordinate with the colors in the&nbsp;corporate logo.</div><div><br /></div>
"<img src=""Drawer Box height-width-depth_1380643440871.png"" />","<div>(n): kích thước, chiều, cỡ, khổ;&nbsp;</div>",dimension,/dɪˈmenʃn̩/,<div>a. What are the dimensions of the ballroom?</div><div>b. We need the dimensions of the meeting rooms before we can determine&nbsp;how many chairs each will hold.</div>
"<img src=""11431473-a-cartoon-exam-with-an-excellent-mark_1380643440871.jpg"" />","chính xác, đúng đắn;",exact,/ɪɡˈzækt/,"<div>a. We will need an exact head count by noon tomorrow.</div><div>b. The exact measurements of the room are unknown, but we can guess.</div><div><br /></div>"
"<img src=""53newdigita.b9j.jpg"" />","chung, tổng quát, toàn thể",general,/ˈdʒenr̩əl/,"<div>a. We have a general idea of how many guests will attend.</div><div>b. In general, about half the guests will bring their spouses.</div><div><br /></div>"
"<img src=""paste-129901285867523.jpg"" />","lý tưởng, đúng như lý tưởng, theo lý tưởng",ideally,/aɪˈdiːəli/,"<div>a. Ideally, the location for the concert would have plenty of parking.</div><div>b. Lucy explained that ideally her wedding would take place on the beach, but she&nbsp;realized it might be difficult to arrange.</div><div><br /></div>"
"<img src=""usain_bolt_9_58_by_innografiks.jpg"" />",thời gian thực hiện;,lead time,/liːd ˈtaɪm/,<div>a. The lead time for reservations is unrealistic.</div><div>b. We will need to give the caterer enough lead time to cut the cake.</div><div><br /></div>
"<img src=""14317636-businessman-writing-a-business-plan-on-the-wall_1380643440871.jpg"" />","<div>noun: kế hoạch, đồ án, sơ đồ; verb : (vẽ/lập/đặt) kế hoạch, đồ án, sơ đồ, dự&nbsp;định;</div>",plan,/plæn/,<div>a. We plan to get together tomorrow to discuss the menu.</div><div>b. Planning their wedding was a source of tension for the young couple.</div><div><br /></div>
"<img src=""paste-149147034320899.jpg"" />","sự gần, trạng thái gần, xấp xỉ, lân cận;",proximity,/prɒkˈsɪmɪti/,<div>a. The fans were worried by the proximity of the storm clouds.</div><div>b. An important factor in selecting the site was its close proximity to a parking&nbsp;garage.</div><div><br /></div>
"<img src=""alcohol-ban-22022017080722-1000x0.jpg"" />","điều chỉnh, chỉnh đốn; quy định",regulate,/ˌreɡjʊˈleɪʃn̩/,<div>a. The state strictly regulates the preparation of food for public consumption.</div><div>b. The site staff closely regulates how many cars can be brought on the grounds.</div><div><br /></div>
"<img src=""How-to-Choose-SEO-Friendly-Domain-Name.jpg"" />","nơi, chỗ, vị trí, địa điểm, khu đất;",site,/saɪt/,"<div>a. Once we saw the site, we knew it would be perfect for the event.</div><div>b. The manager of the site was most helpful.</div><div><br /></div>"
"<img src=""stage-lighting1.jpg"" />","trình diễn, dàn cảnh, sân khấu, sắp xếp, tổ chức;",stage,/steɪdʒ/,<div>a. The gazebo outside was the perfect location from which to stage the cutting of the cake.</div><div>b. A historic house can be the perfect site to stage a small reception.</div><div><br /></div>
"<img src=""dai-ly-ve-may-bay-ha-dong.jpg"" />","đại lý, đại diện (của một công ty);",agent,/'eidʒənt/,<div>a. A travel agent can usually find you the best deals on tickets and hotels.</div><div>b. You can buy your ticket from the ticket agent at the train station right before you get on the train.</div><div><br /></div>
"<img src=""Announcement.gif"" />","(sự/lời) thông báo, công bố, tuyên bố; cáo thị, thông cáo;",announcement,/əˈnaʊnsmənt/,<div>a. Did you hear an announcement about our new departure time?</div><div>b. I expect an announcement any time now about a snow emergency at the airport.</div><div><br /></div>
"<img src=""grape colors_1380643440871.jpg"" />","đồ uống, thức uống (tất cả các loại, trừ nước lọc)",beverage,/ˈbevərɪdʒ/,"<div>a. The flight attendant offered all passengers a cold beverage during the flight.</div><div>b. The restaurant had a range of beverages on the drinks menu, including soft drinks and juices.</div>"
"<img src=""chan dien han quoc woori.jpg"" />","(n): chăn, mền; lớp phủ; (v): phủ lên, che phủ, trùm, đắp",blanket,/ˈblæŋkɪt/,"<div>a. It's going to be a cold night so I'll ask housekeeping to send an extra blanket for our bed.</div><div>b. The snow blanketed the windshield, making it difficult to see the roads.</div><div><br /></div>"
"<img src=""optimized-train_1380643440871.jpg"" />","(v): lên tàu (máy bay, tàu thủy, xe lửa); (n): boong tàu; ban, bộ, ủy ban;",board,/bɔːd/,"<div>a. For security reasons, visitors are not allowed in the area of the airport where passengers board the planes.</div><div>b. We will board the train for New York in ten minutes.</div><div><br /></div>"
"<img src=""hou_domestic_baggage_claim_31616.jpg__720x480_q85_crop_subsampling-2_upscale.jpg"" />","đòi hỏi, yêu cầu; tuyên bố, xác nhận; khai báo; nhận lại, lấy lại;",claim,/kleɪm/,<div>a. Please proceed directly to the baggage arrival area to claim your luggage.</div><div>b. Lost luggage can be claimed at the airline office.</div><div><br /></div>
"<img src=""Slow-Care-die-Entdeckung-der-Langsamkeit.jpg"" />","chậm trễ, trì hoãn, hoãn lại;",delay,/dɪˈleɪ/,<div>a. The bus was delayed due to inclement weather.</div><div>b. The heavy traffic delayed our arrival at the train station.</div><div><br /></div>
